iter	Logloss
112	0.2676774136
113	0.267312263
114	0.2670314777
115	0.2668217673
116	0.2666095682
117	0.2663007099
118	0.2657804071
119	0.2655123271
120	0.2653680927
121	0.2651166645
122	0.2649031124
123	0.2646823475
124	0.2645324126
125	0.2642101039
126	0.2634487351
127	0.2624142882
128	0.262268131
129	0.2618606968
130	0.2616252967
131	0.2610677653
132	0.2604150017
133	0.2592324817
134	0.2589162938
135	0.2587399814
136	0.2585053984
137	0.258331072
138	0.2578399529
139	0.2570892478
140	0.2568863249
141	0.2566154159
142	0.2564865817
143	0.2561507585
144	0.2559790403
145	0.2558517193
146	0.2553426866
147	0.2550292211
148	0.2548458926
149	0.2546748616
150	0.2536655541
151	0.2528158881
152	0.2526508249
153	0.252526602
154	0.2524165527
155	0.2522843261
156	0.2520082718
157	0.251801945
158	0.2514716789
159	0.2512252696
160	0.2511031159
161	0.250896005
162	0.2507527467
163	0.2505830811
164	0.2496417897
165	0.249182329
166	0.2483825235
167	0.2479580416
168	0.2477855009
169	0.2476073889
170	0.2474179359
171	0.2473190138
172	0.247174672
173	0.2470130804
174	0.2468958256
175	0.246757024
176	0.2463908076
177	0.2461636548
178	0.2460462739
179	0.2459782426
180	0.2458525518
181	0.245511028
182	0.2453112424
183	0.2448306148
184	0.2446650039
185	0.24389861
186	0.2437628117
187	0.2434394016
188	0.2432708797
189	0.2430911337
190	0.2428098144
191	0.2427245485
192	0.2425992068
193	0.2424766248
194	0.2423181427
195	0.2421484895
196	0.2420447051
197	0.2419345111
198	0.2418102114
199	0.2416684421
200	0.2416114119
201	0.2414912837
202	0.2413870564
203	0.2412863397
204	0.2410377676
205	0.2409231865
206	0.2408539193
207	0.2406920658
208	0.2404927324
209	0.2404108582
210	0.2403102879
211	0.2400558664
212	0.2399566205
213	0.2398108076
214	0.2396630834
215	0.2395727983
216	0.2392872957
217	0.2391614443
218	0.2389046848
219	0.2388094673
220	0.238701671
221	0.2383879205
222	0.2382791313
223	0.2380520074
224	0.237918778
225	0.2377965149
226	0.2376749218
227	0.2375424914
228	0.2374207997
229	0.2373343333
230	0.2371937892
231	0.2370968572
232	0.2369811194
233	0.2368590727
234	0.2367537157
235	0.2365811057
236	0.2364780376
237	0.2363819916
238	0.236280782
239	0.2361636679
240	0.2360977136
241	0.2359612059
242	0.2358015523
243	0.2355308955
244	0.2352223907
245	0.2351208069
246	0.2350360255
247	0.2349155917
248	0.2348355648
249	0.2347727354
250	0.2346518278
251	0.2345647329
252	0.2344983817
253	0.2344169123
254	0.2343172966
255	0.2342078781
256	0.2340941656
257	0.2339750594
258	0.2338722466
259	0.2337266378
260	0.2336119767
261	0.2334288409
262	0.2333061809
263	0.233148422
264	0.2330013888
265	0.2329240726
266	0.2328212941
267	0.2327460154
268	0.2326444343
269	0.2325294628
270	0.2324459666
271	0.2323896539
272	0.2323197197
273	0.2322467566
274	0.2321391143
275	0.2320497849
276	0.231975519
277	0.2316329101
278	0.2315441265
279	0.2314399628
280	0.2313037549
281	0.2312147958
282	0.2309984757
283	0.2309079957
284	0.2308403424
285	0.2307444158
286	0.2306512801
287	0.2305849219
288	0.2305155667
289	0.2304519029
290	0.230369962
291	0.2302871313
292	0.2300915465
293	0.2299210176
294	0.2298511334
295	0.2295538524
296	0.2294689896
297	0.2293650312
298	0.2292909654
299	0.2289538299
300	0.2288715845
301	0.2288146686
302	0.2287447765
303	0.2286658545
304	0.2285949499
305	0.2285164543
306	0.2284588559
307	0.2283972965
308	0.2283033517
309	0.2282356083
310	0.2281555665
311	0.227926982
312	0.2278588362
313	0.2277938233
314	0.2277369999
315	0.2276513881
316	0.2274800502
317	0.2274071884
318	0.227307308
319	0.2272657889
320	0.2272040657
321	0.2271133053
322	0.2269704867
323	0.2268459548
324	0.2264832662
325	0.2263153637
326	0.2262362542
327	0.2261726703
328	0.2258341566
329	0.2257772004
330	0.2255515819
331	0.2254932735
332	0.2254201764
333	0.2253267736
334	0.2252208264
335	0.2250285945
336	0.2249332622
337	0.2248642441
338	0.2247929563
339	0.2247015577
340	0.2246255933
341	0.2245387181
342	0.2244540148
343	0.2243917689
344	0.2243081682
345	0.2242136347
346	0.224130649
347	0.2240496267
348	0.2239681345
349	0.2239209234
350	0.223854029
351	0.223781917
352	0.2236643693
353	0.2236122632
354	0.2235388364
355	0.2234514934
356	0.2233996817
357	0.2233172832
358	0.2232388136
359	0.2231962749
360	0.223159402
361	0.2230800583
362	0.2230326119
363	0.2229368586
364	0.2228762319
365	0.2228099177
366	0.2226933103
367	0.2226541077
368	0.222603716
369	0.2225259509
370	0.2224614661
371	0.2223831383
372	0.2222989851
373	0.2222094371
374	0.2221394902
375	0.2220601652
376	0.2219742119
377	0.2218949821
378	0.2218317258
379	0.2217923776
380	0.221715322
381	0.2216640617
382	0.2216039349
383	0.22153847
384	0.2214162768
385	0.2213493029
386	0.2212452421
387	0.2211937293
388	0.2211395807
389	0.2210814574
390	0.2210246876
391	0.2209430397
392	0.2208702907
393	0.2206454101
394	0.2206064246
395	0.220495171
396	0.2204173662
397	0.2202123756
398	0.2201522009
399	0.2201041101
400	0.2200473572
401	0.2200026499
402	0.2199561456
403	0.2199106349
404	0.2198508314
405	0.2198050157
406	0.2197199361
407	0.2196492713
408	0.2195436878
409	0.2194849428
410	0.2194213895
411	0.2193359092
412	0.2192801074
413	0.2191838727
414	0.2190983422
415	0.219041627
416	0.2189682753
417	0.2188096522
418	0.2187639287
419	0.2186867005
420	0.2185899204
421	0.2185415815
422	0.2184553834
423	0.2183841732
424	0.2182143798
425	0.2181309669
426	0.2180604546
427	0.2179661323
428	0.2178692195
429	0.2177956887
430	0.2177330381
431	0.2176476292
432	0.2175988927
433	0.2175172758
434	0.2174563632
435	0.2173546903
436	0.2172232596
437	0.2171528985
438	0.2170584693
439	0.2170010201
440	0.2168208119
441	0.2167826057
442	0.2167239444
443	0.2166800102
444	0.2166345884
445	0.2165975538
446	0.2165516083
447	0.2164763548
448	0.2164341592
449	0.2163667005
450	0.2162954853
451	0.2162454608
452	0.2161889191
453	0.2161349399
454	0.2160993298
455	0.2160458955
456	0.2159889623
457	0.2159454744
458	0.2158883579
459	0.2158305351
460	0.2157666437
461	0.2157271302
462	0.2156552687
463	0.2156161352
464	0.2155531686
465	0.2154913334
466	0.2154320714
467	0.2153809935
468	0.2153259487
469	0.2152363687
470	0.2152000053
471	0.215148419
472	0.2150997852
473	0.2150478325
474	0.2150004754
475	0.2149634337
476	0.2148890367
477	0.2148365162
478	0.2147797401
479	0.2147287997
480	0.2146664392
481	0.2145995697
482	0.2145641658
483	0.2145282102
484	0.2144816321
485	0.2144355845
486	0.2143520718
487	0.2143043567
488	0.2142563699
489	0.2141973063
490	0.2141419992
491	0.214091161
492	0.2140289811
493	0.2139847821
494	0.2139126745
495	0.2138806032
496	0.2138216932
497	0.2137687568
498	0.2137250012
499	0.2136721841
500	0.2136100002
501	0.2135695114
502	0.2135178314
503	0.2134747658
504	0.2134192042
505	0.213340241
506	0.2132767551
507	0.2132330068
508	0.2131624822
509	0.2129972245
510	0.2129341446
511	0.2128629816
512	0.2127974909
513	0.2127502123
514	0.2127003117
515	0.212621018
516	0.2125707934
517	0.2124107886
518	0.212327586
519	0.2121533307
520	0.2121046925
521	0.2120561801
522	0.2120066287
523	0.2119605495
524	0.2119217781
525	0.2118903467
526	0.2118500668
527	0.2118055873
528	0.2117426655
529	0.2116816566
530	0.2116297917
531	0.2115730308
532	0.211441839
533	0.2113981413
534	0.2113420386
535	0.2112261804
536	0.2111508978
537	0.2111171117
538	0.2110751982
539	0.2110050011
540	0.2109428239
541	0.2108900444
542	0.2108422599
543	0.2107910027
544	0.2107384896
545	0.2106840945
546	0.210657802
547	0.2106148203
548	0.2105820189
549	0.2105124398
550	0.2104844742
551	0.2104300627
552	0.2103832431
553	0.2103388255
554	0.2102881164
555	0.2102422931
556	0.2101197815
557	0.2100740043
558	0.2100089643
559	0.2099451508
560	0.2098999776
561	0.2098380746
562	0.2097935462
563	0.2097480331
564	0.209592616
565	0.2095363842
566	0.2094858358
567	0.2094424757
568	0.2093879713
569	0.209327348
570	0.2092845812
571	0.2092328352
572	0.2091820341
573	0.2091264941
574	0.2090785658
575	0.2090301214
576	0.2089674533
577	0.2089282752
578	0.208873192
579	0.2088268807
580	0.2087766613
581	0.2087272424
582	0.2086820059
583	0.2086324523
584	0.2085875371
585	0.2085211011
586	0.2084650708
587	0.2084147612
588	0.208372865
589	0.2083470187
590	0.2082835133
591	0.208219929
592	0.2081713121
593	0.2081133127
594	0.2080445641
595	0.2080085533
596	0.2079688881
597	0.2079278719
598	0.2078805906
599	0.2078314059
600	0.2078065432
601	0.2077493463
602	0.2077033798
603	0.2076495452
604	0.207595217
605	0.207557722
606	0.2075089375
607	0.2074665297
608	0.2074227535
609	0.207378526
610	0.2072679089
611	0.2072146915
612	0.2071623418
613	0.2071079105
614	0.2070723353
615	0.2070315881
616	0.2069799873
617	0.206925476
618	0.206889406
619	0.2068381367
620	0.2067392051
621	0.2066196923
622	0.206566589
623	0.2065244728
624	0.2064754279
625	0.2064204212
626	0.2063839069
627	0.2063370427
628	0.2063057002
629	0.2062347456
630	0.2061938061
631	0.2061534426
632	0.2061143815
633	0.2060576312
634	0.2060207947
635	0.2059675434
636	0.2058763684
637	0.205837249
638	0.2058103067
639	0.2057682712
640	0.2057258943
641	0.2056915667
642	0.205643384
643	0.2056150293
644	0.2055671936
645	0.2055397263
646	0.2054750163
647	0.2054294639
648	0.2053950758
649	0.2053622304
650	0.205251586
651	0.2051992895
652	0.2051238037
653	0.2050790354
654	0.2049617371
655	0.2049078651
656	0.2048559225
657	0.2048246176
658	0.204790692
659	0.2047407188
660	0.2046912873
661	0.2046304928
662	0.2045692378
663	0.2045408366
664	0.2044823656
665	0.2044464949
666	0.2043966892
667	0.2043659043
668	0.2042856676
669	0.2042333823
670	0.2041636449
671	0.2040934159
672	0.2040509576
673	0.2040061036
674	0.2039599086
675	0.2039141097
676	0.2038739449
677	0.2038228022
678	0.2037703851
679	0.2037021987
680	0.2036631758
681	0.2036274309
682	0.2035614376
683	0.2034993139
684	0.2034365235
685	0.2034006418
686	0.2033576314
687	0.2033207084
688	0.2032718415
689	0.2031993769
690	0.2031784939
691	0.203147764
692	0.2030915176
693	0.2030669748
694	0.2030162088
695	0.2029864747
696	0.2029445914
697	0.202903271
698	0.202864265
699	0.202817464
700	0.2027752944
701	0.2027356788
702	0.2027063897
703	0.202669155
704	0.2026459527
705	0.2026083286
706	0.2025484156
707	0.2024980355
708	0.2024471327
709	0.2024001748
710	0.202357419
711	0.202230951
712	0.2022047444
713	0.2020912273
714	0.2020441884
715	0.2020149999
716	0.2019673746
717	0.2019028241
718	0.2018593472
719	0.2018406092
720	0.2018028811
721	0.2017706759
722	0.2017392326
723	0.2017016103
724	0.201665312
725	0.2016246044
726	0.2015840746
727	0.2015561014
728	0.201526913
729	0.2014722009
730	0.2014244631
731	0.2013686869
732	0.2013234709
733	0.2012740202
734	0.2012269069
735	0.2011584574
736	0.2011031167
737	0.2010567116
738	0.2010097526
739	0.2009498645
740	0.200912211
741	0.2008855876
742	0.2008486477
743	0.2008084425
744	0.2007780439
745	0.2007264004
746	0.2006889386
747	0.200640405
748	0.2005881982
749	0.2005429247
750	0.2005048752
751	0.2004674447
752	0.2004369896
753	0.2003791861
754	0.200339182
755	0.2002164128
756	0.2001747371
757	0.2001333966
758	0.200097746
759	0.2000530282
760	0.1999887551
761	0.1999391121
762	0.1998787076
763	0.1998233585
764	0.1997531661
765	0.1997341738
766	0.1996620726
767	0.1996146434
768	0.1995751864
769	0.1995403312
770	0.1994852455
771	0.1994356687
772	0.1993940114
773	0.1993520622
774	0.1992921015
775	0.1992462964
776	0.1992063887
777	0.1991687953
778	0.1991334253
779	0.1990842852
780	0.1990314834
781	0.1989854013
782	0.1989495952
783	0.1989037436
784	0.1988675466
785	0.1988243853
786	0.1987751313
787	0.1987178658
788	0.1986724519
789	0.1986344554
790	0.1985963082
791	0.1985633014
792	0.198517604
793	0.1984813241
794	0.198429267
795	0.198393866
796	0.1983399016
797	0.1982965209
798	0.1982604685
799	0.1982373598
800	0.1981930825
801	0.198159546
802	0.1981164521
803	0.198078908
804	0.1980434128
805	0.1980146635
806	0.1979675841
807	0.1979472282
808	0.1978924531
809	0.1978516856
810	0.1978140554
811	0.1977651817
812	0.1977291973
813	0.1976785442
814	0.1976461696
815	0.1976140029
816	0.1975765156
817	0.1975282734
818	0.1975073851
819	0.1974592524
820	0.1974288447
821	0.1973862456
822	0.1973296228
823	0.1973019351
824	0.1972811392
825	0.1972448215
826	0.1971908898
827	0.1971431312
828	0.1971147895
829	0.1970495985
830	0.1969993264
831	0.1969591787
832	0.1969082377
833	0.1968538094
834	0.1967962835
835	0.1967578585
836	0.196711332
837	0.1966683341
838	0.1966333393
839	0.1965907881
840	0.1965635379
841	0.1965118504
842	0.1964610232
843	0.1964039813
844	0.1963433047
845	0.1963263408
846	0.19629019
847	0.1962520103
848	0.1962109845
849	0.1961625822
850	0.1961222802
851	0.1960834609
852	0.1960012752
853	0.1959642591
854	0.1958532973
855	0.1958137249
856	0.1957684502
857	0.1957388196
858	0.1957081547
859	0.1956700019
860	0.19564178
861	0.1956214686
862	0.1955785964
863	0.1955476321
864	0.1955056453
865	0.1954578663
866	0.1954196491
867	0.1953930051
868	0.1953468363
869	0.1953195537
870	0.1952852053
871	0.1952386323
872	0.1952095867
873	0.1951829857
874	0.1951459983
875	0.1951130169
876	0.1950738292
877	0.1950343062
878	0.1950005808
879	0.1949762656
880	0.1949201392
881	0.1948976535
882	0.1948432012
883	0.194767904
884	0.1947332633
885	0.1946971459
886	0.1946645916
887	0.1946204599
888	0.1945790837
889	0.1945460561
890	0.1944703711
891	0.1944339151
892	0.1943918425
893	0.1943505812
894	0.1943105465
895	0.1942632604
896	0.1942195255
897	0.1941881182
898	0.1941630102
899	0.1941338208
900	0.1941111688
901	0.1940730853
902	0.1940287707
903	0.1939929239
904	0.1939514445
905	0.1939028639
906	0.1938737338
907	0.1938520525
908	0.1938101481
909	0.1937625366
910	0.1937289755
911	0.1936897664
912	0.1936469797
913	0.1935988495
914	0.1935609255
915	0.1935399615
916	0.1934831748
917	0.1934532124
918	0.1934242922
919	0.1933873452
920	0.1933425201
921	0.1933132545
922	0.1932761928
923	0.1932454675
924	0.1932207004
925	0.1931932739
926	0.1931631765
927	0.193125287
928	0.1930842757
929	0.193051602
930	0.1930232406
931	0.1929797964
932	0.1929505362
933	0.1928992292
934	0.1928485454
935	0.1927882809
936	0.192741043
937	0.1927119934
938	0.1926629814
939	0.1926304102
940	0.1925840151
941	0.1925373045
942	0.1924973623
943	0.1924683382
944	0.1924325204
945	0.1923635311
946	0.1923350951
947	0.1922907701
948	0.1921775905
949	0.1921319608
950	0.1921005837
951	0.1920616285
952	0.1920207031
953	0.1919824256
954	0.1919479096
955	0.1919039698
956	0.1918674213
957	0.1918424807
958	0.1918058781
959	0.1917479542
960	0.1917163949
961	0.1916742055
962	0.1916356684
963	0.191599604
964	0.1915543386
965	0.1915305463
966	0.1914949672
967	0.1914665854
968	0.1914318422
969	0.191395607
970	0.1913494367
971	0.1913044665
972	0.1912650642
973	0.1912283082
974	0.1911819377
975	0.1911563176
976	0.191117029
977	0.1910660342
978	0.1910416347
979	0.1909626074
980	0.190924936
981	0.1908945272
982	0.1908236758
983	0.1907951346
984	0.1907669408
985	0.1907263853
986	0.1906735723
987	0.190628521
988	0.1905947191
989	0.1905680467
990	0.1905299389
991	0.1904878858
992	0.1904642862
993	0.190418308
994	0.1903986363
995	0.1903660973
996	0.1903194063
997	0.190280065
998	0.1902332356
999	0.1902155436
